name,partition,description,value,voices
Scharf,,,"4 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""90"" valign=""top""> <p class=""T1"">Scharf</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> <p class=""T4dispositie"">1/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">B</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">b</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">b<sup>1</sup></p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">dis<sup>2</sup></p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1 1/3</p> </td> <td width=""49"" valign=""top""> <p class=""T4dispositie"">b<sup>2</sup></p> <p class=""T4dispositie"">4</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> </td> </tr> </tbody> </table>""
Sesquialtera,,,"2 st.","<p class="T1"">Sesquialtera&nbsp;&nbsp; g&nbsp;&nbsp; 2 2/3 - 1 3/5</p>""
Dulcian,,,16',NULL
Krumhorn,,,8',NULL
Gedakt,,,8',NULL
Gedaktflojte,,,4',NULL
Principal,,,2',NULL
Waldflojte,,,2',NULL
Sivflojte,,,1',NULL
Cymbel,,,"2 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""90"" valign=""top""> <p class=""T1"">Cymbel</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1/3</p> <p class=""T4dispositie"">1/8</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">cis</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/4</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">cis<sup>1</sup></p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">fis<sup>1</sup></p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1/2</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">cis<sup>2</sup></p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">2/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">gis<sup>2</sup></p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> </td> <td width=""49"" valign=""top""> <p class=""T4dispositie"">cis<sup>3</sup></p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1 1/3</p> </td> </tr> </tbody> </table>""
Regal,,,8',NULL
Principal,,,16',NULL
Octav,,,8',NULL
Octav,,,4',NULL
Mixtur,,,"6 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""95"" valign=""top""> <p class=""T1"">Mixtuur</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">1/2</p> </td> </tr> </tbody> </table>""
Fagot,,,32',NULL
Basun,,,16',NULL
Trompet,,,8',NULL
Skalmeje,,,4',NULL
Quintaton,,,16',NULL
Principal,,,8',NULL
Rorflojte,,,8',NULL
Octav,,,4',NULL
Spidsflojte,,,4',NULL
Octav,,,2',NULL
Mixtur,,,"6-8 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""90"" valign=""top""> <p class=""T1"">Mixtur</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> <p class=""T4dispositie"">1/2</p> <p class=""T4dispositie"">1/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">c</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">fis</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">2/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">c<sup>1</sup></p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">fis<sup>1</sup></p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">1</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">c<sup>2</sup></p> <p class=""T4dispositie"">4</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> </td> <td width=""49"" valign=""top""> <p class=""T4dispositie"">fis<sup>2</sup></p> <p class=""T4dispositie"">4</p> <p class=""T4dispositie"">4</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1 1/3</p> </td> <td width=""49"" valign=""top""> <p class=""T4dispositie"">c<sup>3</sup></p> <p class=""T4dispositie"">5 1/3</p> <p class=""T4dispositie"">4</p> <p class=""T4dispositie"">4</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">d<sup>3</sup></p> <p class=""T4dispositie"">5 1/3</p> <p class=""T4dispositie"">4</p> <p class=""T4dispositie"">4</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">2</p> </td> </tr> </tbody> </table>""
Cymbel,,,"3 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""90"" valign=""top""> <p class=""T1"">Cymbel</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1/3</p> <p class=""T4dispositie"">1/4</p> <p class=""T4dispositie"">1/6</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">Gis</p> <p class=""T4dispositie"">1/2</p> <p class=""T4dispositie"">1/3</p> <p class=""T4dispositie"">1/4</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">gis</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> <p class=""T4dispositie"">1/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">dis<sup>1</sup></p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">fis<sup>1</sup></p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">dis<sup>2</sup></p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> </td> <td width=""49"" valign=""top""> <p class=""T4dispositie"">gis<sup>2</sup></p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> </td> </tr> </tbody> </table>""
Trompet,,,8',NULL
Gedakt,,,8',NULL
Principal,,,4',NULL
Rorflojte,,,4',NULL
Octav,,,2',NULL
Nasat,,,"1 1/3'",NULL
Scharf,,,"4 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""90"" valign=""top""> <p class=""T1"">Scharf</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> <p class=""T4dispositie"">1/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">B</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">b</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">b<sup>1</sup></p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">dis<sup>2</sup></p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1 1/3</p> </td> <td width=""49"" valign=""top""> <p class=""T4dispositie"">b<sup>2</sup></p> <p class=""T4dispositie"">4</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> </td> </tr> </tbody> </table>""
Sesquialtera,,,"2 st.","<p class="T1"">Sesquialtera&nbsp;&nbsp; g&nbsp;&nbsp; 2 2/3 - 1 3/5</p>""
Dulcian,,,16',NULL
Krumhorn,,,8',NULL
Gedakt,,,8',NULL
Gedaktflojte,,,4',NULL
Principal,,,2',NULL
Waldflojte,,,2',NULL
Sivflojte,,,1',NULL
Cymbel,,,"2 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""90"" valign=""top""> <p class=""T1"">Cymbel</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1/3</p> <p class=""T4dispositie"">1/8</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">cis</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/4</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">cis<sup>1</sup></p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">fis<sup>1</sup></p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1/2</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">cis<sup>2</sup></p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">2/3</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">gis<sup>2</sup></p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> </td> <td width=""49"" valign=""top""> <p class=""T4dispositie"">cis<sup>3</sup></p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1 1/3</p> </td> </tr> </tbody> </table>""
Regal,,,8',NULL
Principal,,,16',NULL
Octav,,,8',NULL
Octav,,,4',NULL
Mixtur,,,"6 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""95"" valign=""top""> <p class=""T1"">Mixtuur</p> </td> <td width=""48"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">1/2</p> </td> </tr> </tbody> </table>""
Fagot,,,32',NULL
Basun,,,16',NULL
Trompet,,,8',NULL
Skalmeje,,,4',NULL
Roerfluit,,,8',NULL
Prestant,,,4',NULL
Woudfluit,,,2',NULL
Mixtuur,,,"4 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""137"" valign=""top""> <p class=""T1"">Mixtuur</p> </td> <td width=""47"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> <p class=""T4dispositie"">1/3</p> </td> <td width=""47"" valign=""top""> <p class=""T4dispositie"">c</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> </td> <td width=""38"" valign=""top""> <p class=""T4dispositie"">c<sup>1</sup></p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> </td> <td width=""47"" valign=""top""> <p class=""T4dispositie"">c<sup>2</sup></p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> </td> <td width=""47"" valign=""top""> <p class=""T4dispositie"">c<sup>3</sup></p> <p class=""T4dispositie"">4</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> </td> </tr> </tbody> </table>""
Dulciaan,,,8',NULL
Gedekt,,,8',NULL
Roerfluit,,,4',NULL
Prestant,,,2',NULL
Nasard,,,"1 1/3'",NULL
Sesquialtera,,,"2 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""137"" valign=""top""> <p class=""T1"">Sesquialtera</p> </td> <td width=""47"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">4/5</p> </td> <td width=""38"" valign=""top""> <p class=""T4dispositie"">fis</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">1 3/5</p> </td> </tr> </tbody> </table>""
Cymbel,,,"1 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""118"" valign=""top""> <p class=""T1"">Cymbel</p> </td> <td width=""57"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1/4</p> </td> <td width=""38"" valign=""top""> <p class=""T4dispositie"">c</p> <p class=""T4dispositie"">1/2</p> </td> <td width=""57"" valign=""top""> <p class=""T4dispositie"">c<sup>1</sup></p> <p class=""T4dispositie"">1</p> </td> </tr> </tbody> </table>""
Subbas,,,16',NULL
Gedekt,,,8',NULL
Quintadena,,,2',NULL
Fagot,,,16',NULL
"Vox Humana",,,4',NULL
Roerfluit,,,8',NULL
Prestant,,,4',NULL
Woudfluit,,,2',NULL
Mixtuur,,,"4 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""137"" valign=""top""> <p class=""T1"">Mixtuur</p> </td> <td width=""47"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> <p class=""T4dispositie"">1/3</p> </td> <td width=""47"" valign=""top""> <p class=""T4dispositie"">c</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> <p class=""T4dispositie"">1/2</p> </td> <td width=""38"" valign=""top""> <p class=""T4dispositie"">c<sup>1</sup></p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> <p class=""T4dispositie"">2/3</p> </td> <td width=""47"" valign=""top""> <p class=""T4dispositie"">c<sup>2</sup></p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">1</p> </td> <td width=""47"" valign=""top""> <p class=""T4dispositie"">c<sup>3</sup></p> <p class=""T4dispositie"">4</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">2</p> <p class=""T4dispositie"">1 1/3</p> </td> </tr> </tbody> </table>""
Dulciaan,,,8',NULL
Gedekt,,,8',NULL
Roerfluit,,,4',NULL
Prestant,,,2',NULL
Nasard,,,"1 1/3'",NULL
Sesquialtera,,,"2 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""137"" valign=""top""> <p class=""T1"">Sesquialtera</p> </td> <td width=""47"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1 1/3</p> <p class=""T4dispositie"">4/5</p> </td> <td width=""38"" valign=""top""> <p class=""T4dispositie"">fis</p> <p class=""T4dispositie"">2 2/3</p> <p class=""T4dispositie"">1 3/5</p> </td> </tr> </tbody> </table>""
Cymbel,,,"1 st.","<table border="1"" cellspacing=""0"" cellpadding=""0""> <tbody> <tr> <td width=""118"" valign=""top""> <p class=""T1"">Cymbel</p> </td> <td width=""57"" valign=""top""> <p class=""T4dispositie"">C</p> <p class=""T4dispositie"">1/4</p> </td> <td width=""38"" valign=""top""> <p class=""T4dispositie"">c</p> <p class=""T4dispositie"">1/2</p> </td> <td width=""57"" valign=""top""> <p class=""T4dispositie"">c<sup>1</sup></p> <p class=""T4dispositie"">1</p> </td> </tr> </tbody> </table>""
Subbas,,,16',NULL
Gedekt,,,8',NULL
Quintadena,,,2',NULL
Fagot,,,16',NULL
"Vox Humana",,,4',NULL
Doof,,,8',NULL
Holpijp,,,8',NULL
Koppeldoof,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Quintadeen,,,8',NULL
Octaaf,,,4',NULL
Fluit,,,2',NULL
Trompet,,,8',NULL
Doof,,,8',NULL
Holpijp,,,8',NULL
Koppeldoof,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Quintadeen,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
Trompet,,,8',NULL
Doof,,,8',NULL
Holpijp,,,8',NULL
Koppeldoof,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Quintadeen,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
Trompet,,,8',NULL
Doof,,,8',NULL
Holpijp,,,8',NULL
Koppeldoof,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Quintadeen,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
Trompet,,,8',NULL
"Octaaf Dd",D,,1',NULL
"Octaaf Dd",D,,1',NULL
Doof,,,8',NULL
Holpijp,,,8',NULL
Koppeldoof,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Quintadeen,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
"Octaaf Dd",D,,1',NULL
Trompet,,,8',NULL
Prestant,,,8',NULL
Holpyp,,,8',NULL
Octav,,,4',NULL
Fluite,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Holpyp,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
"Octaaf Dd",D,,1',NULL
Trompet,,,8',NULL
Doof,,,8',NULL
Holpijp,,,8',NULL
Koppeldoof,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Quintadeen,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
"Octaaf Dd",D,,1',NULL
Trompet,,,8',NULL
Doof,,,8',NULL
Holpijp,,,8',NULL
Koppeldoof,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Quintadeen,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
"Octaaf Dd",D,,1',NULL
Trompet,,,8',NULL
Prestant,,,8',NULL
Holpyp,,,8',NULL
Octav,,,4',NULL
Fluite,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Holpyp,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
"Octaaf Dd",D,,1',NULL
Trompet,,,8',NULL
Prestant,,,8',NULL
Holpyp,,,8',NULL
Octav,,,4',NULL
Fluite,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Holpyp,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
"Octaaf Dd",D,,1',NULL
Trompet,,,8',NULL
Prestant,,,8',NULL
Holpyp,,,8',NULL
Octav,,,4',NULL
Fluite,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Holpyp,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
"Octaaf Dd",D,,1',NULL
Trompet,,,8',NULL
Prestant,,,8',NULL
Holpyp,,,8',NULL
Octav,,,4',NULL
Fluite,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Holpyp,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
Sesquialter,D,,"2 st.",NULL
Trompet,,,8',NULL
Prestant,,,8',NULL
Bourdon,,,8',NULL
Octaaf,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,"2-3 st.",NULL
Scherp,,,"2 st.",NULL
Trompet,,,8',NULL
Holpijp,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
"Gamba D",D,,8',NULL
Trompet,,,8',NULL
Prestant,,,8',NULL
Bourdon,,,8',NULL
Octaaf,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,2',NULL
Mixtuur,,,"2-3 st.",NULL
Scherp,,,"2 st.",NULL
Trompet,,,8',NULL
Holpijp,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
"Gamba D",D,,8',NULL
Trompet,,,8',NULL
Doeff,,,6',NULL
Holfluijte,,,6',NULL
Coppeldoeff,,,3',NULL
Baertfluijte,,,3',NULL
Gemsenhoern,,,"1 1/2'",NULL
Micxtuijer,,,"2-4 st.",NULL
Scerp,,,"3-4 st.",NULL
Trompet,,,6',NULL
Holpijpe,,,6',NULL
Fluijte,,,3',NULL
Octaaf,,,"1 1/2'",NULL
Schivelet,,,3/4',NULL
Trompet,,,6',NULL
Sexquialter,D,,"2 st.",NULL
Prestant,,,8',NULL
Holpijp,,,8',NULL
Quintadena,,,8',NULL
Octaaf,,,4',NULL
Spitsfluit,,,2',NULL
Quartane,,,"2-4 st.",NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
Prestant,,,16',NULL
Quintadeen,,,16',NULL
Octaaf,,,8',NULL
Holpijp,,,8',NULL
Octaaf,,,4',NULL
Gemshoorn,,,4',NULL
Quint,,,3',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Prestant,,,16',NULL
Bourdon,,,16',NULL
Prestant,,,8',NULL
Octaaf,,,4',NULL
Quint,,,3',NULL
Mixtuur,,,"7 st.",NULL
Bazuin,,,16',NULL
Trompet,,,8',NULL
"Praestant I-IV",,,8',NULL
Holpijp,,,8',NULL
Quintadena,,,8',NULL
"Octaaf I-IV",,,4',NULL
Spitsfluit,,,2',NULL
Quartane,,,"2-4 st.",NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
Trompet,,,8',NULL
"Praestant I-II",,,16',NULL
Quintadena,,,16',NULL
"Octaaf I-IV",,,8',NULL
Holpyp,,,8',NULL
"Octaaf I-V",,,4',NULL
"Gemshoorn I-II",,,4',NULL
"Quint I-III",,,3',NULL
Mixtuur,,,NULL,NULL
Scherp,,,NULL,NULL
"Prestant I-IV",,,8',NULL
Sexquialter,,,"2-6 st.",NULL
Scherp,,,"3-6 st.",NULL
"Siflet I-III",,,1',NULL
"Octaaf I-V",,,2',NULL
Nazat,,,"1 1/2'",NULL
Octaaf,,,4',NULL
Quintadena,,,8',NULL
Sexquialter,,,"2-10 st.",NULL
"Super Octaaf I-VI",,,2',NULL
"Fluit I-III",,,2',NULL
"Quintfluit I-III",,,3',NULL
"Openfluit I-II",,,4',NULL
Cornet,D,,NULL,NULL
Baarpyp,,,8',NULL
Trompet,,,8',NULL
"Vox Humana",,,8',NULL
Prestant,,,16',NULL
Bourdon,,,16',NULL
"Octaaf I-II",,,8',NULL
